zip,obese,bmi,pop,sex,age
53031,NA,NA,4,female,35-54
53032,122,245,609,female,35-54
53033,86,281,735,female,35-54
53034,42,72,256,female,35-54
53035,52,107,401,female,35-54
53036,NA,NA,456,female,35-54
53037,348,881,1483,female,35-54
53038,66,134,595,female,35-54
53039,112,202,593,female,35-54
53040,287,742,1312,female,35-54
53042,106,248,926,female,35-54
53044,35,139,403,female,35-54
53045,201,849,2920,female,35-54
53046,37,81,177,female,35-54
53047,NA,NA,15,female,35-54
53048,38,85,438,female,35-54
53049,NA,NA,278,female,35-54
53050,124,272,983,female,35-54
53051,851,2298,4856,female,35-54
53057,NA,NA,196,female,35-54
53058,19,57,548,female,35-54
53059,16,46,225,female,35-54
53061,66,145,621,female,35-54
53063,13,37,206,female,35-54
53065,NA,NA,385,female,35-54
53066,NA,NA,5431,female,35-54
53069,NA,NA,68,female,35-54
53070,96,225,606,female,35-54
53072,221,704,3708,female,35-54
53073,289,703,2034,female,35-54
53074,173,400,1716,female,35-54
53075,54,127,441,female,35-54
53076,94,277,500,female,35-54
53078,25,74,258,female,35-54
53079,17,37,204,female,35-54
53080,98,229,944,female,35-54
53081,967,2036,5211,female,35-54
53083,402,992,2875,female,35-54
53085,235,569,1577,female,35-54
53086,232,613,1282,female,35-54
53088,NA,NA,55,female,35-54
53089,378,1155,3005,female,35-54
53090,820,1920,3016,female,35-54
53091,45,100,340,female,35-54
53092,192,788,2712,female,35-54
53093,36,76,308,female,35-54
53094,164,306,2392,female,35-54
53095,927,2367,3781,female,35-54
53097,61,206,820,female,35-54
53098,NA,NA,1643,female,35-54
53103,24,68,521,female,35-54
53104,NA,NA,860,female,35-54
53105,NA,NA,4129,female,35-54
53108,22,49,441,female,35-54
53110,182,348,2733,female,35-54
53114,94,184,401,female,35-54
53115,434,935,2004,female,35-54
53118,NA,NA,1108,female,35-54
53119,NA,NA,867,female,35-54
53120,61,140,1358,female,35-54
53121,387,830,2781,female,35-54
53122,60,297,859,female,35-54
53125,21,84,155,female,35-54
53126,NA,NA,1143,female,35-54
53128,116,283,1464,female,35-54
53129,130,362,1649,female,35-54
53130,98,224,1074,female,35-54
53132,259,707,5207,female,35-54
53137,19,37,191,female,35-54
53139,NA,NA,457,female,35-54
53140,NA,NA,3358,female,35-54
53142,NA,NA,4751,female,35-54
53143,NA,NA,3297,female,35-54
53144,NA,NA,3884,female,35-54
53146,71,206,1240,female,35-54
53147,234,615,2106,female,35-54
53149,NA,NA,2966,female,35-54
53150,195,613,3952,female,35-54
53151,345,1021,4594,female,35-54
53153,NA,NA,354,female,35-54
53154,260,643,4995,female,35-54
53156,33,92,477,female,35-54
53158,NA,NA,2760,female,35-54
53167,NA,NA,29,female,35-54
53168,NA,NA,1501,female,35-54
53170,NA,NA,259,female,35-54
53172,154,321,2808,female,35-54
53177,NA,NA,1037,female,35-54
53178,32,56,411,female,35-54
53179,NA,NA,975,female,35-54
53181,58,139,1161,female,35-54
53182,NA,NA,1597,female,35-54
53183,NA,NA,461,female,35-54
53184,100,234,571,female,35-54
53185,108,309,2813,female,35-54
53186,279,716,4148,female,35-54
53188,273,681,4548,female,35-54
53189,169,480,3877,female,35-54
53190,445,980,1818,female,35-54
53191,44,148,472,female,35-54
53192,NA,NA,0,female,35-54
53195,NA,NA,9,female,35-54
53202,183,653,1858,female,35-54
53203,17,53,95,female,35-54
53204,321,538,4702,female,35-54
53205,213,314,1401,female,35-54
53206,588,825,3274,female,35-54
53207,421,1138,5298,female,35-54
53208,600,1166,4160,female,35-54
53209,948,1518,6054,female,35-54
53210,578,980,3794,female,35-54
53211,282,1188,3360,female,35-54
53212,517,935,3737,female,35-54
53213,470,1536,3490,female,35-54
53214,675,1288,4120,female,35-54
53215,552,977,7969,female,35-54
53216,750,1175,5279,female,35-54
53217,278,1270,4180,female,35-54
53218,1003,1446,6126,female,35-54
53219,533,1011,4830,female,35-54
53220,304,649,3491,female,35-54
53221,362,728,4801,female,35-54
53222,614,1266,3827,female,35-54
53223,601,1010,4112,female,35-54
53224,578,1003,2751,female,35-54
53225,731,1200,3339,female,35-54
53226,336,1040,2181,female,35-54
53227,398,767,3069,female,35-54
53228,195,441,1604,female,35-54
53233,90,142,706,female,35-54
53235,94,199,1518,female,35-54
53295,NA,NA,0,female,35-54
53402,NA,NA,4323,female,35-54
53403,NA,NA,3692,female,35-54
53404,NA,NA,1994,female,35-54
53405,NA,NA,3237,female,35-54
53406,NA,NA,3782,female,35-54
53501,NA,NA,49,female,35-54
53502,150,310,299,female,35-54
53503,70,157,205,female,35-54
53504,101,196,277,female,35-54
53505,NA,NA,80,female,35-54
53506,18,41,125,female,35-54
53507,101,238,320,female,35-54
53508,313,716,794,female,35-54
53510,16,31,193,female,35-54
53511,1244,2222,6339,female,35-54
53515,86,205,331,female,35-54
53516,124,242,331,female,35-54
53517,82,203,238,female,35-54
53518,21,47,138,female,35-54
53520,383,778,915,female,35-54
53521,196,449,498,female,35-54
53522,63,113,169,female,35-54
53523,168,425,636,female,35-54
53525,119,217,502,female,35-54
53526,13,32,104,female,35-54
53527,452,1265,1861,female,35-54
53528,268,676,889,female,35-54
53529,97,211,267,female,35-54
53530,117,207,571,female,35-54
53531,222,503,726,female,35-54
53532,733,1797,2153,female,35-54
53533,262,566,1035,female,35-54
53534,624,1323,1509,female,35-54
53536,516,1177,1399,female,35-54
53537,42,76,78,female,35-54
53538,628,1329,2594,female,35-54
53540,NA,NA,39,female,35-54
53541,39,59,80,female,35-54
53543,51,102,225,female,35-54
53544,32,71,99,female,35-54
53545,1283,2738,2843,female,35-54
53546,1729,3644,4721,female,35-54
53548,1016,2121,2568,female,35-54
53549,243,472,1416,female,35-54
53550,80,159,200,female,35-54
53551,166,390,1292,female,35-54
53553,NA,NA,78,female,35-54
53554,22,45,136,female,35-54
53555,269,689,1435,female,35-54
53556,43,104,392,female,35-54
53557,17,32,93,female,35-54
53558,506,1441,1710,female,35-54
53559,332,664,998,female,35-54
53560,144,323,507,female,35-54
53561,43,91,227,female,35-54
53562,866,3055,3476,female,35-54
53563,563,1258,1430,female,35-54
53565,115,256,722,female,35-54
53566,906,1823,2044,female,35-54
53569,32,55,167,female,35-54
53570,169,358,382,female,35-54
53571,18,38,63,female,35-54
53572,467,1289,1582,female,35-54
53573,77,132,437,female,35-54
53574,182,545,599,female,35-54
53575,699,2009,2606,female,35-54
53576,136,262,322,female,35-54
53577,26,60,194,female,35-54
53578,128,323,782,female,35-54
53579,44,80,240,female,35-54
53580,NA,NA,82,female,35-54
53581,153,294,1196,female,35-54
53582,44,85,153,female,35-54
53583,129,305,892,female,35-54
53585,70,138,299,female,35-54
53586,53,87,306,female,35-54
53587,51,97,144,female,35-54
53588,85,203,534,female,35-54
53589,1023,2401,2836,female,35-54
53590,2059,4844,5349,female,35-54
53593,829,3015,3562,female,35-54
53594,180,365,858,female,35-54
53597,755,2455,2877,female,35-54
53598,158,377,336,female,35-54
53599,NA,NA,8,female,35-54
53702,NA,NA,0,female,35-54
53703,269,979,1451,female,35-54
53704,2141,4977,6694,female,35-54
53705,505,1929,2982,female,35-54
53706,NA,NA,0,female,35-54
53711,1664,4781,6241,female,35-54
53713,1158,2219,2900,female,35-54
53714,849,1752,2188,female,35-54
53715,152,451,627,female,35-54
53716,899,2102,2433,female,35-54
53717,309,1026,1513,female,35-54
53718,649,1544,1681,female,35-54
53719,1201,3202,3747,female,35-54
53726,35,281,423,female,35-54
53792,NA,NA,0,female,35-54
53801,20,38,105,female,35-54
53802,NA,NA,4,female,35-54
53803,NA,NA,175,female,35-54
53804,30,43,148,female,35-54
53805,218,382,635,female,35-54
53806,23,41,205,female,35-54
53807,33,65,633,female,35-54
53808,NA,NA,157,female,35-54
53809,76,158,446,female,35-54
53810,NA,NA,56,female,35-54
53811,NA,NA,367,female,35-54
53813,62,115,718,female,35-54
53816,24,37,99,female,35-54
53817,NA,NA,15,female,35-54
53818,102,246,1182,female,35-54
53820,25,45,355,female,35-54
53821,299,632,1005,female,35-54
53825,NA,NA,75,female,35-54
53826,57,107,145,female,35-54
53827,NA,NA,22,female,35-54
53901,534,1055,1779,female,35-54
53910,83,137,415,female,35-54
53911,79,147,238,female,35-54
53913,738,1596,2619,female,35-54
53916,916,1788,3165,female,35-54
53919,NA,NA,366,female,35-54
53920,NA,NA,38,female,35-54
53922,28,55,99,female,35-54
53923,70,131,218,female,35-54
53924,26,42,193,female,35-54
53925,365,731,1055,female,35-54
53926,17,41,192,female,35-54
53928,NA,NA,13,female,35-54
53929,78,142,316,female,35-54
53930,56,87,179,female,35-54
53931,NA,NA,34,female,35-54
53932,147,269,366,female,35-54
53933,71,131,386,female,35-54
53934,97,171,460,female,35-54
53935,NA,NA,33,female,35-54
53936,38,70,140,female,35-54
53937,NA,NA,116,female,35-54
53939,NA,NA,26,female,35-54
53941,44,83,362,female,35-54
53943,NA,NA,140,female,35-54
53944,51,120,267,female,35-54
53946,40,74,558,female,35-54
53947,NA,NA,15,female,35-54
53948,170,322,1070,female,35-54
53949,121,254,712,female,35-54
53950,107,192,639,female,35-54
53951,87,147,351,female,35-54
53952,96,175,481,female,35-54
53953,NA,NA,31,female,35-54
53954,255,557,992,female,35-54
53955,254,588,787,female,35-54
53956,103,196,370,female,35-54
53959,278,548,1952,female,35-54
53960,156,324,519,female,35-54
53961,26,49,112,female,35-54
53963,132,270,1628,female,35-54
53964,73,161,460,female,35-54
53965,298,660,1137,female,35-54
53968,61,115,280,female,35-54
53969,NA,NA,35,female,35-54
54001,NA,NA,1076,female,35-54
54002,NA,NA,946,female,35-54
54003,NA,NA,165,female,35-54
54004,NA,NA,340,female,35-54
54005,NA,NA,399,female,35-54
54006,NA,NA,115,female,35-54
54007,NA,NA,183,female,35-54
54009,NA,NA,349,female,35-54
54010,NA,NA,7,female,35-54
54011,NA,NA,1055,female,35-54
54013,NA,NA,446,female,35-54
54014,NA,NA,258,female,35-54
54015,NA,NA,537,female,35-54
54016,NA,NA,5118,female,35-54
54017,NA,NA,2550,female,35-54
54020,NA,NA,1147,female,35-54
54021,NA,NA,952,female,35-54
54022,NA,NA,2417,female,35-54
54023,NA,NA,603,female,35-54
54024,NA,NA,619,female,35-54
54025,NA,NA,973,female,35-54
54026,NA,NA,244,female,35-54
54027,NA,NA,162,female,35-54
54028,NA,NA,304,female,35-54
54082,NA,NA,310,female,35-54
54101,84,189,436,female,35-54
54102,NA,NA,75,female,35-54
54103,NA,NA,59,female,35-54
54104,NA,NA,125,female,35-54
54106,132,237,762,female,35-54
54107,46,107,459,female,35-54
54110,64,132,676,female,35-54
54111,38,74,294,female,35-54
54112,44,102,217,female,35-54
54113,64,183,648,female,35-54
54114,62,124,661,female,35-54
54115,865,2424,6263,female,35-54
54119,NA,NA,75,female,35-54
54120,NA,NA,33,female,35-54
54121,NA,NA,434,female,35-54
54123,NA,NA,35,female,35-54
54124,128,238,434,female,35-54
54125,NA,NA,84,female,35-54
54126,54,155,543,female,35-54
54127,NA,NA,13,female,35-54
54128,19,34,234,female,35-54
54129,56,109,427,female,35-54
54130,462,1008,3640,female,35-54
54135,31,47,359,female,35-54
54136,182,360,779,female,35-54
54137,23,80,168,female,35-54
54138,24,44,79,female,35-54
54139,120,250,409,female,35-54
54140,196,374,1281,female,35-54
54141,62,168,387,female,35-54
54143,89,206,1885,female,35-54
54149,43,70,132,female,35-54
54150,NA,NA,140,female,35-54
54151,NA,NA,509,female,35-54
54153,223,451,1081,female,35-54
54154,198,443,853,female,35-54
54155,150,360,992,female,35-54
54156,NA,NA,174,female,35-54
54157,45,111,855,female,35-54
54159,NA,NA,216,female,35-54
54160,NA,NA,54,female,35-54
54161,69,140,341,female,35-54
54162,292,663,1302,female,35-54
54165,189,423,1239,female,35-54
54166,NA,NA,2179,female,35-54
54169,48,150,465,female,35-54
54170,102,223,514,female,35-54
54171,107,280,645,female,35-54
54173,72,281,781,female,35-54
54174,100,176,339,female,35-54
54175,17,34,92,female,35-54
54177,NA,NA,352,female,35-54
54180,30,91,466,female,35-54
54201,66,134,659,female,35-54
54202,NA,NA,145,female,35-54
54204,26,67,250,female,35-54
54205,58,137,290,female,35-54
54207,NA,NA,27,female,35-54
54208,124,259,809,female,35-54
54209,NA,NA,160,female,35-54
54210,NA,NA,98,female,35-54
54211,NA,NA,36,female,35-54
54212,NA,NA,93,female,35-54
54213,23,53,232,female,35-54
54214,NA,NA,38,female,35-54
54216,119,243,907,female,35-54
54217,225,496,974,female,35-54
54220,NA,NA,5051,female,35-54
54227,12,31,231,female,35-54
54228,NA,NA,358,female,35-54
54229,117,286,642,female,35-54
54230,NA,NA,677,female,35-54
54232,NA,NA,121,female,35-54
54234,NA,NA,113,female,35-54
54235,97,251,2032,female,35-54
54241,NA,NA,1993,female,35-54
54245,NA,NA,353,female,35-54
54246,NA,NA,88,female,35-54
54247,NA,NA,315,female,35-54
54301,488,1141,3079,female,35-54
54302,588,1139,3699,female,35-54
54303,723,1327,3268,female,35-54
54304,679,1296,3521,female,35-54
54307,NA,NA,0,female,35-54
54311,645,1608,4265,female,35-54
54313,814,2421,5816,female,35-54
54401,1322,3057,4021,female,35-54
54403,1020,2396,3198,female,35-54
54405,120,224,411,female,35-54
54406,66,158,504,female,35-54
54407,23,59,207,female,35-54
54408,51,114,118,female,35-54
54409,654,1296,1710,female,35-54
54410,78,187,314,female,35-54
54411,210,422,718,female,35-54
54412,74,164,297,female,35-54
54413,NA,NA,13,female,35-54
54414,168,348,418,female,35-54
54416,57,93,248,female,35-54
54417,NA,NA,10,female,35-54
54418,63,123,168,female,35-54
54420,34,71,140,female,35-54
54421,144,261,419,female,35-54
54422,37,73,144,female,35-54
54423,59,137,361,female,35-54
54424,64,151,235,female,35-54
54425,77,150,252,female,35-54
54426,206,435,598,female,35-54
54427,54,99,149,female,35-54
54428,42,80,108,female,35-54
54430,NA,NA,23,female,35-54
54433,68,140,193,female,35-54
54435,82,168,299,female,35-54
54436,38,74,276,female,35-54
54437,73,138,381,female,35-54
54440,160,333,454,female,35-54
54441,28,70,140,female,35-54
54442,40,87,158,female,35-54
54443,48,123,291,female,35-54
54446,97,172,340,female,35-54
54447,NA,NA,61,female,35-54
54448,211,488,643,female,35-54
54449,884,2011,3204,female,35-54
54450,18,34,40,female,35-54
54451,544,1214,1589,female,35-54
54452,1011,1958,2794,female,35-54
54454,44,80,190,female,35-54
54455,841,2000,2531,female,35-54
54456,79,184,770,female,35-54
54457,366,712,969,female,35-54
54458,NA,NA,17,female,35-54
54459,57,120,113,female,35-54
54460,61,121,291,female,35-54
54462,NA,NA,39,female,35-54
54463,17,37,86,female,35-54
54465,19,45,77,female,35-54
54466,99,217,378,female,35-54
54467,247,615,1682,female,35-54
54469,72,157,196,female,35-54
54470,90,196,269,female,35-54
54471,95,224,283,female,35-54
54473,68,146,319,female,35-54
54474,195,426,685,female,35-54
54475,61,126,211,female,35-54
54476,878,1983,2280,female,35-54
54479,157,301,620,female,35-54
54480,68,114,172,female,35-54
54481,444,981,2766,female,35-54
54482,179,465,1375,female,35-54
54484,202,439,749,female,35-54
54485,NA,NA,29,female,35-54
54486,53,87,298,female,35-54
54487,161,373,1255,female,35-54
54488,37,73,96,female,35-54
54489,54,123,197,female,35-54
54490,36,83,120,female,35-54
54491,56,123,178,female,35-54
54493,NA,NA,71,female,35-54
54494,1228,2704,3796,female,35-54
54495,434,773,968,female,35-54
54498,62,109,271,female,35-54
54499,155,276,415,female,35-54
54501,471,1029,2827,female,35-54
54511,23,51,164,female,35-54
54512,16,40,81,female,35-54
54513,17,32,51,female,35-54
54514,66,119,238,female,35-54
54515,27,53,51,female,35-54
54517,NA,NA,8,female,35-54
54519,NA,NA,137,female,35-54
54520,71,146,497,female,35-54
54521,112,284,950,female,35-54
54524,25,54,115,female,35-54
54525,NA,NA,51,female,35-54
54526,21,37,99,female,35-54
54527,26,46,171,female,35-54
54529,21,45,134,female,35-54
54530,21,38,92,female,35-54
54531,16,60,165,female,35-54
54534,96,225,265,female,35-54
54536,NA,NA,24,female,35-54
54537,18,43,63,female,35-54
54538,38,74,415,female,35-54
54539,33,68,114,female,35-54
54540,23,50,105,female,35-54
54541,20,41,153,female,35-54
54542,NA,NA,45,female,35-54
54545,16,45,89,female,35-54
54546,NA,NA,162,female,35-54
54547,27,83,200,female,35-54
54548,101,256,483,female,35-54
54550,27,61,93,female,35-54
54552,153,294,518,female,35-54
54554,21,45,131,female,35-54
54555,219,455,671,female,35-54
54556,72,144,147,female,35-54
54557,14,35,99,female,35-54
54558,38,88,271,female,35-54
54559,13,33,112,female,35-54
54560,NA,NA,47,female,35-54
54561,NA,NA,0,female,35-54
54562,31,87,146,female,35-54
54563,NA,NA,78,female,35-54
54564,NA,NA,78,female,35-54
54565,NA,NA,4,female,35-54
54566,26,45,185,female,35-54
54568,92,264,562,female,35-54
54601,1599,3702,4656,female,35-54
54603,595,1190,1914,female,35-54
54610,15,32,164,female,35-54
54611,NA,NA,147,female,35-54
54612,261,505,600,female,35-54
54613,39,74,176,female,35-54
54614,142,305,374,female,35-54
54615,182,325,1316,female,35-54
54616,120,215,319,female,35-54
54618,99,164,299,female,35-54
54619,102,200,475,female,35-54
54621,48,108,164,female,35-54
54622,50,95,233,female,35-54
54623,78,170,278,female,35-54
54624,60,144,167,female,35-54
54625,NA,NA,44,female,35-54
54626,47,91,163,female,35-54
54627,95,191,243,female,35-54
54628,34,68,124,female,35-54
54629,65,152,316,female,35-54
54630,220,441,629,female,35-54
54631,41,86,269,female,35-54
54632,48,99,162,female,35-54
54634,140,240,512,female,35-54
54635,19,38,226,female,35-54
54636,722,1753,2112,female,35-54
54637,NA,NA,16,female,35-54
54638,54,115,177,female,35-54
54639,36,73,274,female,35-54
54641,NA,NA,0,female,35-54
54642,86,163,250,female,35-54
54643,NA,NA,0,female,35-54
54644,78,158,195,female,35-54
54645,NA,NA,10,female,35-54
54646,111,196,458,female,35-54
54648,64,105,205,female,35-54
54650,938,2362,3317,female,35-54
54651,37,62,152,female,35-54
54652,25,50,126,female,35-54
54653,50,102,127,female,35-54
54654,NA,NA,3,female,35-54
54655,30,71,186,female,35-54
54656,894,1751,2173,female,35-54
54657,18,36,53,female,35-54
54658,108,236,262,female,35-54
54659,50,73,147,female,35-54
54660,767,1451,2109,female,35-54
54661,149,347,460,female,35-54
54664,27,57,204,female,35-54
54665,206,444,1003,female,35-54
54666,95,208,350,female,35-54
54667,145,316,617,female,35-54
54669,353,871,1114,female,35-54
54670,56,108,268,female,35-54
54701,429,967,4590,female,35-54
54703,581,1172,4742,female,35-54
54720,121,245,889,female,35-54
54721,NA,NA,157,female,35-54
54722,96,163,410,female,35-54
54723,NA,NA,165,female,35-54
54724,116,217,904,female,35-54
54725,NA,NA,386,female,35-54
54726,38,69,217,female,35-54
54727,133,233,724,female,35-54
54728,122,240,697,female,35-54
54729,693,1423,4175,female,35-54
54730,41,98,628,female,35-54
54731,22,34,86,female,35-54
54732,83,148,360,female,35-54
54733,14,31,157,female,35-54
54734,NA,NA,129,female,35-54
54736,NA,NA,496,female,35-54
54737,NA,NA,75,female,35-54
54738,46,99,401,female,35-54
54739,54,127,669,female,35-54
54740,NA,NA,253,female,35-54
54741,32,53,196,female,35-54
54742,78,142,594,female,35-54
54745,50,88,226,female,35-54
54746,NA,NA,114,female,35-54
54747,134,240,328,female,35-54
54748,37,69,155,female,35-54
54749,NA,NA,175,female,35-54
54750,NA,NA,163,female,35-54
54751,NA,NA,2469,female,35-54
54754,23,39,206,female,35-54
54755,58,112,1037,female,35-54
54756,NA,NA,130,female,35-54
54757,28,88,422,female,35-54
54758,53,103,615,female,35-54
54759,NA,NA,226,female,35-54
54760,NA,NA,28,female,35-54
54761,NA,NA,125,female,35-54
54762,NA,NA,186,female,35-54
54763,NA,NA,143,female,35-54
54765,NA,NA,0,female,35-54
54766,42,75,160,female,35-54
54767,NA,NA,434,female,35-54
54768,65,123,558,female,35-54
54769,NA,NA,81,female,35-54
54770,16,44,273,female,35-54
54771,48,90,446,female,35-54
54772,NA,NA,156,female,35-54
54773,157,287,476,female,35-54
54801,56,107,838,female,35-54
54805,NA,NA,147,female,35-54
54806,NA,NA,1506,female,35-54
54810,NA,NA,277,female,35-54
54812,62,125,577,female,35-54
54813,NA,NA,71,female,35-54
54814,NA,NA,279,female,35-54
54817,46,102,242,female,35-54
54819,60,108,323,female,35-54
54820,NA,NA,109,female,35-54
54821,NA,NA,148,female,35-54
54822,96,206,598,female,35-54
54824,NA,NA,278,female,35-54
54826,NA,NA,92,female,35-54
54827,NA,NA,23,female,35-54
54828,NA,NA,78,female,35-54
54829,74,144,604,female,35-54
54830,NA,NA,273,female,35-54
54832,NA,NA,66,female,35-54
54835,21,42,119,female,35-54
54836,NA,NA,162,female,35-54
54837,NA,NA,401,female,35-54
54838,NA,NA,129,female,35-54
54839,NA,NA,51,female,35-54
54840,NA,NA,532,female,35-54
54841,NA,NA,40,female,35-54
54842,NA,NA,25,female,35-54
54843,67,155,1470,female,35-54
54844,NA,NA,25,female,35-54
54845,NA,NA,18,female,35-54
54846,NA,NA,42,female,35-54
54847,NA,NA,280,female,35-54
54848,147,270,778,female,35-54
54849,NA,NA,286,female,35-54
54850,NA,NA,27,female,35-54
54853,NA,NA,517,female,35-54
54854,NA,NA,146,female,35-54
54855,NA,NA,100,female,35-54
54856,NA,NA,172,female,35-54
54857,NA,NA,0,female,35-54
54858,NA,NA,210,female,35-54
54859,NA,NA,189,female,35-54
54861,NA,NA,9,female,35-54
54862,NA,NA,9,female,35-54
54864,NA,NA,227,female,35-54
54865,NA,NA,49,female,35-54
54867,NA,NA,21,female,35-54
54868,364,729,2138,female,35-54
54870,25,51,210,female,35-54
54871,34,66,377,female,35-54
54872,NA,NA,365,female,35-54
54873,NA,NA,362,female,35-54
54874,NA,NA,666,female,35-54
54875,NA,NA,172,female,35-54
54876,NA,NA,131,female,35-54
54880,NA,NA,3774,female,35-54
54888,NA,NA,170,female,35-54
54889,12,30,300,female,35-54
54891,NA,NA,433,female,35-54
54893,NA,NA,432,female,35-54
54895,20,32,152,female,35-54
54896,23,53,198,female,35-54
54901,285,551,4024,female,35-54
54902,198,382,2666,female,35-54
54904,170,411,2842,female,35-54
54909,24,51,320,female,35-54
54911,538,1196,3250,female,35-54
54913,346,1076,2891,female,35-54
54914,668,1373,3911,female,35-54
54915,944,2205,6118,female,35-54
54921,26,58,172,female,35-54
54922,47,88,197,female,35-54
54923,NA,NA,1169,female,35-54
54927,NA,NA,69,female,35-54
54928,NA,NA,80,female,35-54
54929,NA,NA,1238,female,35-54
54930,19,39,236,female,35-54
54931,NA,NA,21,female,35-54
54932,NA,NA,225,female,35-54
54933,NA,NA,36,female,35-54
54934,NA,NA,78,female,35-54
54935,NA,NA,5250,female,35-54
54937,NA,NA,3023,female,35-54
54940,NA,NA,598,female,35-54
54941,NA,NA,262,female,35-54
54942,172,554,1568,female,35-54
54943,44,71,205,female,35-54
54944,164,453,1375,female,35-54
54945,32,65,582,female,35-54
54946,NA,NA,3,female,35-54
54947,57,124,367,female,35-54
54948,NA,NA,31,female,35-54
54949,NA,NA,453,female,35-54
54950,NA,NA,383,female,35-54
54952,686,1407,3256,female,35-54
54956,1094,2586,6535,female,35-54
54960,NA,NA,290,female,35-54
54961,NA,NA,2012,female,35-54
54962,NA,NA,173,female,35-54
54963,99,200,966,female,35-54
54964,NA,NA,123,female,35-54
54965,NA,NA,217,female,35-54
54966,31,73,310,female,35-54
54967,NA,NA,31,female,35-54
54968,NA,NA,362,female,35-54
54970,NA,NA,365,female,35-54
54971,NA,NA,1386,female,35-54
54974,NA,NA,219,female,35-54
54977,NA,NA,187,female,35-54
54979,NA,NA,214,female,35-54
54980,NA,NA,44,female,35-54
54981,NA,NA,1827,female,35-54
54982,NA,NA,821,female,35-54
54983,NA,NA,636,female,35-54
54984,NA,NA,346,female,35-54
54985,NA,NA,15,female,35-54
54986,65,161,714,female,35-54
53001,51,110,259,female,55-74
53002,90,174,265,female,55-74
53003,NA,NA,15,female,55-74
53004,37,77,309,female,55-74
53005,342,1071,2661,female,55-74
53006,NA,NA,202,female,55-74
53007,64,122,278,female,55-74
53010,199,407,938,female,55-74
53011,39,81,241,female,55-74
53012,330,892,2067,female,55-74
53013,57,119,377,female,55-74
53014,68,137,869,female,55-74
53015,51,111,323,female,55-74
53016,NA,NA,51,female,55-74
53017,173,447,874,female,55-74
53018,59,179,1101,female,55-74
53019,16,33,239,female,55-74
53020,84,214,568,female,55-74
53021,87,183,519,female,55-74
53022,612,1447,2038,female,55-74
53023,29,70,181,female,55-74
53024,286,713,2180,female,55-74
53027,457,1046,2352,female,55-74
53029,176,534,2083,female,55-74
53031,NA,NA,0,female,55-74
53032,161,309,538,female,55-74
53033,157,387,671,female,55-74
53034,33,60,246,female,55-74
53035,53,99,240,female,55-74
53036,NA,NA,272,female,55-74
53037,338,706,1047,female,55-74
53038,49,106,349,female,55-74
53039,125,242,423,female,55-74
53040,305,706,844,female,55-74
53042,101,208,802,female,55-74
53044,42,125,322,female,55-74
53045,294,989,3009,female,55-74
53046,52,91,121,female,55-74
53047,NA,NA,5,female,55-74
53048,45,78,211,female,55-74
53049,NA,NA,265,female,55-74
53050,121,234,742,female,55-74
53051,1099,2493,4651,female,55-74
53057,NA,NA,191,female,55-74
53058,25,75,332,female,55-74
53059,32,62,282,female,55-74
53061,48,118,679,female,55-74
53063,NA,NA,235,female,55-74
53065,NA,NA,223,female,55-74
53066,171,539,3867,female,55-74
53069,NA,NA,146,female,55-74
53070,108,257,634,female,55-74
53072,257,762,3022,female,55-74
53073,318,709,1676,female,55-74
53074,152,371,1416,female,55-74
53075,53,122,341,female,55-74
53076,110,253,379,female,55-74
53078,41,86,239,female,55-74
53079,12,32,150,female,55-74
53080,110,223,592,female,55-74
53081,901,1763,4340,female,55-74
53083,466,1048,2379,female,55-74
53085,296,644,1482,female,55-74
53086,215,481,846,female,55-74
53088,NA,NA,52,female,55-74
53089,429,1006,1978,female,55-74
53090,767,1658,2557,female,55-74
53091,54,97,262,female,55-74
53092,337,1175,3371,female,55-74
53093,34,64,258,female,55-74
53094,175,352,2019,female,55-74
53095,1105,2571,3252,female,55-74
53097,85,254,726,female,55-74
53098,120,240,1387,female,55-74
53103,29,76,520,female,55-74
53104,NA,NA,626,female,55-74
53105,164,426,3404,female,55-74
53108,31,62,356,female,55-74
53110,160,308,2070,female,55-74
53114,89,176,271,female,55-74
53115,449,1006,1798,female,55-74
53118,41,119,1018,female,55-74
53119,37,83,598,female,55-74
53120,70,171,1194,female,55-74
53121,348,808,2155,female,55-74
53122,85,431,787,female,55-74
53125,48,188,353,female,55-74
53126,55,130,836,female,55-74
53128,81,180,832,female,55-74
53129,186,473,2058,female,55-74
53130,100,243,1119,female,55-74
53132,367,818,4164,female,55-74
53137,30,66,196,female,55-74
53139,12,38,373,female,55-74
53140,NA,NA,2939,female,55-74
53142,NA,NA,3186,female,55-74
53143,NA,NA,2121,female,55-74
53144,NA,NA,2392,female,55-74
53146,92,230,1037,female,55-74
53147,279,824,2100,female,55-74
53149,119,286,2359,female,55-74
53150,237,587,3017,female,55-74
53151,489,1269,4084,female,55-74
53153,19,47,287,female,55-74
53154,253,539,3305,female,55-74
53156,50,110,342,female,55-74
53158,NA,NA,1703,female,55-74
53167,NA,NA,105,female,55-74
53168,NA,NA,956,female,55-74
53170,NA,NA,174,female,55-74
53172,164,298,2298,female,55-74
53177,NA,NA,732,female,55-74
53178,29,50,372,female,55-74
53179,NA,NA,513,female,55-74
53181,57,135,854,female,55-74
53182,47,112,1027,female,55-74
53183,21,59,355,female,55-74
53184,94,215,424,female,55-74
53185,110,293,2235,female,55-74
53186,349,786,3463,female,55-74
53188,262,627,3693,female,55-74
